# ModernWpf v1 public resource-key contract (shipped).
# Format: project-relative XAML path|literal top-level x:Key
# Template parts, visual states, implicit/type keys, and unlisted keys are not contracted.
ThemeResources/Dark.xaml|SliderContainerBackgroundPressed
ThemeResources/Dark.xaml|SliderHeaderForeground
ThemeResources/Dark.xaml|SliderHeaderForegroundDisabled
ThemeResources/Dark.xaml|SliderHeaderThemeFontWeight
ThemeResources/Dark.xaml|SliderHeaderThemeMargin
ThemeResources/Dark.xaml|SliderInlineTickBarFill
ThemeResources/Dark.xaml|SliderOuterThumbBackground
ThemeResources/Dark.xaml|SliderOutsideTickBarThemeHeight
ThemeResources/Dark.xaml|SliderThumbBackground
ThemeResources/Dark.xaml|SliderThumbBackgroundDisabled
ThemeResources/Dark.xaml|SliderThumbBackgroundPointerOver
ThemeResources/Dark.xaml|SliderThumbBackgroundPressed
ThemeResources/Dark.xaml|SliderThumbBorderBrush
ThemeResources/Dark.xaml|SliderTickBarFill
ThemeResources/Dark.xaml|SliderTickBarFillDisabled
ThemeResources/Dark.xaml|SliderTrackFill
ThemeResources/Dark.xaml|SliderTrackFillDisabled
ThemeResources/Dark.xaml|SliderTrackFillPointerOver
ThemeResources/Dark.xaml|SliderTrackFillPressed
ThemeResources/Dark.xaml|SliderTrackThemeHeight
ThemeResources/Dark.xaml|SliderTrackValueFill
ThemeResources/Dark.xaml|SliderTrackValueFillDisabled
ThemeResources/Dark.xaml|SliderTrackValueFillPointerOver
ThemeResources/Dark.xaml|SliderTrackValueFillPressed
ThemeResources/Dark.xaml|SmokeFillColorDefault
ThemeResources/Dark.xaml|SmokeFillColorDefaultBrush
ThemeResources/Dark.xaml|SolidBackgroundFillColorBase
ThemeResources/Dark.xaml|SolidBackgroundFillColorBaseAlt
ThemeResources/Dark.xaml|SolidBackgroundFillColorBaseAltBrush
ThemeResources/Dark.xaml|SolidBackgroundFillColorBaseBrush
ThemeResources/Dark.xaml|SolidBackgroundFillColorQuarternary
ThemeResources/Dark.xaml|SolidBackgroundFillColorQuarternaryBrush
ThemeResources/Dark.xaml|SolidBackgroundFillColorSecondary
ThemeResources/Dark.xaml|SolidBackgroundFillColorSecondaryBrush
ThemeResources/Dark.xaml|SolidBackgroundFillColorTertiary
ThemeResources/Dark.xaml|SolidBackgroundFillColorTertiaryBrush
ThemeResources/Dark.xaml|SplitButtonBackground
ThemeResources/Dark.xaml|SplitButtonBackgroundChecked
ThemeResources/Dark.xaml|SplitButtonBackgroundCheckedDisabled
ThemeResources/Dark.xaml|SplitButtonBackgroundCheckedPointerOver
ThemeResources/Dark.xaml|SplitButtonBackgroundCheckedPressed
ThemeResources/Dark.xaml|SplitButtonBackgroundDisabled
ThemeResources/Dark.xaml|SplitButtonBackgroundPointerOver
ThemeResources/Dark.xaml|SplitButtonBackgroundPressed
ThemeResources/Dark.xaml|SplitButtonBorderBrush
ThemeResources/Dark.xaml|SplitButtonBorderBrushChecked
ThemeResources/Dark.xaml|SplitButtonBorderBrushCheckedDisabled
ThemeResources/Dark.xaml|SplitButtonBorderBrushCheckedDivider
ThemeResources/Dark.xaml|SplitButtonBorderBrushCheckedPointerOver
ThemeResources/Dark.xaml|SplitButtonBorderBrushCheckedPressed
ThemeResources/Dark.xaml|SplitButtonBorderBrushDisabled
ThemeResources/Dark.xaml|SplitButtonBorderBrushDivider
ThemeResources/Dark.xaml|SplitButtonBorderBrushPointerOver
ThemeResources/Dark.xaml|SplitButtonBorderBrushPressed
ThemeResources/Dark.xaml|SplitButtonBorderThemeThickness
ThemeResources/Dark.xaml|SplitButtonForeground
ThemeResources/Dark.xaml|SplitButtonForegroundChecked
ThemeResources/Dark.xaml|SplitButtonForegroundCheckedDisabled
ThemeResources/Dark.xaml|SplitButtonForegroundCheckedPointerOver
ThemeResources/Dark.xaml|SplitButtonForegroundCheckedPressed
ThemeResources/Dark.xaml|SplitButtonForegroundDisabled
ThemeResources/Dark.xaml|SplitButtonForegroundPointerOver
ThemeResources/Dark.xaml|SplitButtonForegroundPressed
ThemeResources/Dark.xaml|SplitButtonForegroundSecondary
ThemeResources/Dark.xaml|SplitButtonForegroundSecondaryPressed
ThemeResources/Dark.xaml|SplitButtonInAppBarUnfocusedPointerOver
ThemeResources/Dark.xaml|SplitViewCompactPaneThemeLength
ThemeResources/Dark.xaml|SplitViewLeftBorderThemeThickness
ThemeResources/Dark.xaml|SplitViewLightDismissOverlayBackground
ThemeResources/Dark.xaml|SplitViewOpenPaneThemeLength
ThemeResources/Dark.xaml|SplitViewRightBorderThemeThickness
ThemeResources/Dark.xaml|StatusBarItemBackground
ThemeResources/Dark.xaml|StatusBarItemBackgroundDisabled
ThemeResources/Dark.xaml|StatusBarItemForegroundDisabled
ThemeResources/Dark.xaml|SubtleButtonBackground
ThemeResources/Dark.xaml|SubtleButtonBackgroundDisabled
ThemeResources/Dark.xaml|SubtleButtonBackgroundPointerOver
ThemeResources/Dark.xaml|SubtleButtonBackgroundPressed
ThemeResources/Dark.xaml|SubtleButtonBorderBrush
ThemeResources/Dark.xaml|SubtleButtonBorderBrushDisabled
ThemeResources/Dark.xaml|SubtleButtonBorderBrushPointerOver
ThemeResources/Dark.xaml|SubtleButtonBorderBrushPressed
ThemeResources/Dark.xaml|SubtleButtonForeground
ThemeResources/Dark.xaml|SubtleButtonForegroundDisabled
ThemeResources/Dark.xaml|SubtleButtonForegroundPointerOver
ThemeResources/Dark.xaml|SubtleButtonForegroundPressed
ThemeResources/Dark.xaml|SubtleFillColorDisabled
ThemeResources/Dark.xaml|SubtleFillColorDisabledBrush
ThemeResources/Dark.xaml|SubtleFillColorSecondary
ThemeResources/Dark.xaml|SubtleFillColorSecondaryBrush
ThemeResources/Dark.xaml|SubtleFillColorTertiary
ThemeResources/Dark.xaml|SubtleFillColorTertiaryBrush
ThemeResources/Dark.xaml|SubtleFillColorTransparent
ThemeResources/Dark.xaml|SubtleFillColorTransparentBrush
ThemeResources/Dark.xaml|SurfaceStrokeColorDefault
ThemeResources/Dark.xaml|SurfaceStrokeColorDefaultBrush
ThemeResources/Dark.xaml|SurfaceStrokeColorFlyout
ThemeResources/Dark.xaml|SurfaceStrokeColorFlyoutBrush
ThemeResources/Dark.xaml|SurfaceStrokeColorInverse
ThemeResources/Dark.xaml|SurfaceStrokeColorInverseBrush
ThemeResources/Dark.xaml|SystemAccentColorDark1Brush
ThemeResources/Dark.xaml|SystemAccentColorDark2Brush
ThemeResources/Dark.xaml|SystemAccentColorDark3Brush
ThemeResources/Dark.xaml|SystemAccentColorLight1Brush
ThemeResources/Dark.xaml|SystemAccentColorLight2Brush
ThemeResources/Dark.xaml|SystemAccentColorLight3Brush
ThemeResources/Dark.xaml|SystemAltHighColor
ThemeResources/Dark.xaml|SystemAltLowColor
ThemeResources/Dark.xaml|SystemAltMediumColor
ThemeResources/Dark.xaml|SystemAltMediumHighColor
ThemeResources/Dark.xaml|SystemAltMediumLowColor
ThemeResources/Dark.xaml|SystemBaseHighColor
ThemeResources/Dark.xaml|SystemBaseLowColor
ThemeResources/Dark.xaml|SystemBaseMediumColor
ThemeResources/Dark.xaml|SystemBaseMediumHighColor
ThemeResources/Dark.xaml|SystemBaseMediumLowColor
ThemeResources/Dark.xaml|SystemChromeAltLowColor
ThemeResources/Dark.xaml|SystemChromeBlackHighColor
ThemeResources/Dark.xaml|SystemChromeBlackLowColor
ThemeResources/Dark.xaml|SystemChromeBlackMediumColor
ThemeResources/Dark.xaml|SystemChromeBlackMediumLowColor
ThemeResources/Dark.xaml|SystemChromeDisabledHighColor
ThemeResources/Dark.xaml|SystemChromeDisabledLowColor
ThemeResources/Dark.xaml|SystemChromeGrayColor
ThemeResources/Dark.xaml|SystemChromeHighColor
ThemeResources/Dark.xaml|SystemChromeLowColor
ThemeResources/Dark.xaml|SystemChromeMediumColor
ThemeResources/Dark.xaml|SystemChromeMediumHighColor
ThemeResources/Dark.xaml|SystemChromeMediumLowColor
ThemeResources/Dark.xaml|SystemChromeWhiteColor
ThemeResources/Dark.xaml|SystemControlAcrylicElementBrush
ThemeResources/Dark.xaml|SystemControlBackgroundAccentBrush
ThemeResources/Dark.xaml|SystemControlBackgroundAccentRevealBorderBrush
ThemeResources/Dark.xaml|SystemControlBackgroundAltHighBrush
ThemeResources/Dark.xaml|SystemControlBackgroundAltHighRevealBackgroundBrush
ThemeResources/Dark.xaml|SystemControlBackgroundAltMediumBrush
ThemeResources/Dark.xaml|SystemControlBackgroundAltMediumHighBrush
ThemeResources/Dark.xaml|SystemControlBackgroundAltMediumLowBrush
ThemeResources/Dark.xaml|SystemControlBackgroundBaseHighBrush
ThemeResources/Dark.xaml|SystemControlBackgroundBaseHighRevealBorderBrush
ThemeResources/Dark.xaml|SystemControlBackgroundBaseLowBrush
ThemeResources/Dark.xaml|SystemControlBackgroundBaseLowRevealBackgroundBrush
ThemeResources/Dark.xaml|SystemControlBackgroundBaseLowRevealBorderBrush
ThemeResources/Dark.xaml|SystemControlBackgroundBaseMediumBrush
ThemeResources/Dark.xaml|SystemControlBackgroundBaseMediumHighBrush
ThemeResources/Dark.xaml|SystemControlBackgroundBaseMediumHighRevealBorderBrush
ThemeResources/Dark.xaml|SystemControlBackgroundBaseMediumLowBrush
ThemeResources/Dark.xaml|SystemControlBackgroundBaseMediumLowRevealBaseLowBackgroundBrush
ThemeResources/Dark.xaml|SystemControlBackgroundBaseMediumLowRevealBorderBrush
ThemeResources/Dark.xaml|SystemControlBackgroundBaseMediumRevealBorderBrush
ThemeResources/Dark.xaml|SystemControlBackgroundChromeBlackHighBrush
ThemeResources/Dark.xaml|SystemControlBackgroundChromeBlackHighRevealBorderBrush
ThemeResources/Dark.xaml|SystemControlBackgroundChromeBlackLowBrush
ThemeResources/Dark.xaml|SystemControlBackgroundChromeBlackMediumBrush
ThemeResources/Dark.xaml|SystemControlBackgroundChromeBlackMediumLowBrush
ThemeResources/Dark.xaml|SystemControlBackgroundChromeBlackMediumRevealChromeBorderBrush
ThemeResources/Dark.xaml|SystemControlBackgroundChromeMediumBrush
ThemeResources/Dark.xaml|SystemControlBackgroundChromeMediumLowBrush
ThemeResources/Dark.xaml|SystemControlBackgroundChromeMediumLowRevealBorderBrush
ThemeResources/Dark.xaml|SystemControlBackgroundChromeMediumRevealBorderBrush
ThemeResources/Dark.xaml|SystemControlBackgroundChromeWhiteBrush
ThemeResources/Dark.xaml|SystemControlBackgroundChromeWhiteRevealBorderBrush
ThemeResources/Dark.xaml|SystemControlBackgroundListLowBrush
ThemeResources/Dark.xaml|SystemControlBackgroundListLowRevealBorderBrush
ThemeResources/Dark.xaml|SystemControlBackgroundListMediumBrush
ThemeResources/Dark.xaml|SystemControlBackgroundListMediumRevealBorderBrush
ThemeResources/Dark.xaml|SystemControlBackgroundTransparentRevealBorderBrush
ThemeResources/Dark.xaml|SystemControlChromeMediumLowAcrylicElementMediumBrush
ThemeResources/Dark.xaml|SystemControlDescriptionTextForegroundBrush
ThemeResources/Dark.xaml|SystemControlDisabledAccentBrush
ThemeResources/Dark.xaml|SystemControlDisabledBaseHighBrush
ThemeResources/Dark.xaml|SystemControlDisabledBaseLowBrush
ThemeResources/Dark.xaml|SystemControlDisabledBaseMediumLowBrush
ThemeResources/Dark.xaml|SystemControlDisabledChromeDisabledHighBrush
ThemeResources/Dark.xaml|SystemControlDisabledChromeDisabledLowBrush
ThemeResources/Dark.xaml|SystemControlDisabledChromeHighBrush
ThemeResources/Dark.xaml|SystemControlDisabledChromeMediumLowBrush
ThemeResources/Dark.xaml|SystemControlDisabledListMediumBrush
ThemeResources/Dark.xaml|SystemControlDisabledTransparentBrush
ThemeResources/Dark.xaml|SystemControlErrorTextForegroundBrush
ThemeResources/Dark.xaml|SystemControlFocusVisualPrimaryBrush
ThemeResources/Dark.xaml|SystemControlFocusVisualSecondaryBrush
ThemeResources/Dark.xaml|SystemControlForegroundAccentBrush
ThemeResources/Dark.xaml|SystemControlForegroundAltHighBrush
ThemeResources/Dark.xaml|SystemControlForegroundAltMediumHighBrush
ThemeResources/Dark.xaml|SystemControlForegroundBaseHighBrush
ThemeResources/Dark.xaml|SystemControlForegroundBaseLowBrush
ThemeResources/Dark.xaml|SystemControlForegroundBaseMediumBrush
ThemeResources/Dark.xaml|SystemControlForegroundBaseMediumHighBrush
ThemeResources/Dark.xaml|SystemControlForegroundBaseMediumLowBrush
ThemeResources/Dark.xaml|SystemControlForegroundChromeBlackHighBrush
ThemeResources/Dark.xaml|SystemControlForegroundChromeBlackMediumBrush
ThemeResources/Dark.xaml|SystemControlForegroundChromeBlackMediumLowBrush
ThemeResources/Dark.xaml|SystemControlForegroundChromeDisabledLowBrush
ThemeResources/Dark.xaml|SystemControlForegroundChromeGrayBrush
ThemeResources/Dark.xaml|SystemControlForegroundChromeHighBrush
ThemeResources/Dark.xaml|SystemControlForegroundChromeMediumBrush
ThemeResources/Dark.xaml|SystemControlForegroundChromeWhiteBrush
ThemeResources/Dark.xaml|SystemControlForegroundListLowBrush
ThemeResources/Dark.xaml|SystemControlForegroundListMediumBrush
ThemeResources/Dark.xaml|SystemControlForegroundRevealTransparentBorderBrush
ThemeResources/Dark.xaml|SystemControlForegroundTransparentBrush
ThemeResources/Dark.xaml|SystemControlGridLinesBaseMediumLowBrush
ThemeResources/Dark.xaml|SystemControlHighlightAccent2RevealBackgroundBrush
ThemeResources/Dark.xaml|SystemControlHighlightAccent3RevealAccent2BackgroundBrush
ThemeResources/Dark.xaml|SystemControlHighlightAccent3RevealBackgroundBrush
ThemeResources/Dark.xaml|SystemControlHighlightAccentBrush
ThemeResources/Dark.xaml|SystemControlHighlightAccentRevealBackgroundBrush
ThemeResources/Dark.xaml|SystemControlHighlightAccentRevealBorderBrush
ThemeResources/Dark.xaml|SystemControlHighlightAltAccentBrush
ThemeResources/Dark.xaml|SystemControlHighlightAltAltHighBrush
ThemeResources/Dark.xaml|SystemControlHighlightAltAltMediumHighBrush
ThemeResources/Dark.xaml|SystemControlHighlightAltBaseHighBrush
ThemeResources/Dark.xaml|SystemControlHighlightAltBaseLowBrush
ThemeResources/Dark.xaml|SystemControlHighlightAltBaseMediumBrush
ThemeResources/Dark.xaml|SystemControlHighlightAltBaseMediumHighBrush
ThemeResources/Dark.xaml|SystemControlHighlightAltBaseMediumLowBrush
ThemeResources/Dark.xaml|SystemControlHighlightAltChromeWhiteBrush
ThemeResources/Dark.xaml|SystemControlHighlightAltListAccentHighBrush
ThemeResources/Dark.xaml|SystemControlHighlightAltListAccentLowBrush
ThemeResources/Dark.xaml|SystemControlHighlightAltListAccentMediumBrush
ThemeResources/Dark.xaml|SystemControlHighlightAltTransparentBrush
ThemeResources/Dark.xaml|SystemControlHighlightAltTransparentRevealBorderBrush
ThemeResources/Dark.xaml|SystemControlHighlightBaseHighBrush
ThemeResources/Dark.xaml|SystemControlHighlightBaseHighRevealBorderBrush
ThemeResources/Dark.xaml|SystemControlHighlightBaseLowBrush
ThemeResources/Dark.xaml|SystemControlHighlightBaseLowRevealBorderBrush
ThemeResources/Dark.xaml|SystemControlHighlightBaseMediumBrush
ThemeResources/Dark.xaml|SystemControlHighlightBaseMediumHighBrush
ThemeResources/Dark.xaml|SystemControlHighlightBaseMediumHighRevealBorderBrush
ThemeResources/Dark.xaml|SystemControlHighlightBaseMediumLowBrush
ThemeResources/Dark.xaml|SystemControlHighlightBaseMediumLowRevealAccentBackgroundBrush
ThemeResources/Dark.xaml|SystemControlHighlightBaseMediumLowRevealBorderBrush
ThemeResources/Dark.xaml|SystemControlHighlightBaseMediumRevealBorderBrush
ThemeResources/Dark.xaml|SystemControlHighlightChromeAltLowBrush
ThemeResources/Dark.xaml|SystemControlHighlightChromeHighBrush
ThemeResources/Dark.xaml|SystemControlHighlightChromeWhiteBrush
ThemeResources/Dark.xaml|SystemControlHighlightListAccentHighBrush
ThemeResources/Dark.xaml|SystemControlHighlightListAccentLowBrush
ThemeResources/Dark.xaml|SystemControlHighlightListAccentMediumBrush
ThemeResources/Dark.xaml|SystemControlHighlightListAccentMediumLowBrush
ThemeResources/Dark.xaml|SystemControlHighlightListAccentVeryHighBrush
ThemeResources/Dark.xaml|SystemControlHighlightListLowBrush
ThemeResources/Dark.xaml|SystemControlHighlightListLowRevealBackgroundBrush
ThemeResources/Dark.xaml|SystemControlHighlightListMediumBrush
ThemeResources/Dark.xaml|SystemControlHighlightListMediumRevealBackgroundBrush
ThemeResources/Dark.xaml|SystemControlHighlightListMediumRevealListLowBackgroundBrush
ThemeResources/Dark.xaml|SystemControlHighlightTransparentBrush
ThemeResources/Dark.xaml|SystemControlHighlightTransparentRevealBorderBrush
ThemeResources/Dark.xaml|SystemControlHyperlinkBaseHighBrush
ThemeResources/Dark.xaml|SystemControlHyperlinkBaseMediumBrush
ThemeResources/Dark.xaml|SystemControlHyperlinkBaseMediumHighBrush
ThemeResources/Dark.xaml|SystemControlHyperlinkTextBrush
ThemeResources/Dark.xaml|SystemControlPageBackgroundAltHighBrush
ThemeResources/Dark.xaml|SystemControlPageBackgroundAltMediumBrush
ThemeResources/Dark.xaml|SystemControlPageBackgroundBaseLowBrush
ThemeResources/Dark.xaml|SystemControlPageBackgroundBaseMediumBrush
ThemeResources/Dark.xaml|SystemControlPageBackgroundChromeLowBrush
ThemeResources/Dark.xaml|SystemControlPageBackgroundChromeMediumLowBrush
ThemeResources/Dark.xaml|SystemControlPageBackgroundListLowBrush
ThemeResources/Dark.xaml|SystemControlPageBackgroundMediumAltMediumBrush
ThemeResources/Dark.xaml|SystemControlPageBackgroundTransparentBrush
ThemeResources/Dark.xaml|SystemControlPageTextBaseHighBrush
ThemeResources/Dark.xaml|SystemControlPageTextBaseMediumBrush
ThemeResources/Dark.xaml|SystemControlPageTextChromeBlackMediumLowBrush
ThemeResources/Dark.xaml|SystemControlRevealFocusVisualBrush
ThemeResources/Dark.xaml|SystemControlRowGroupHeaderBackgroundMediumBrush
ThemeResources/Dark.xaml|SystemControlTransientBackgroundBrush
ThemeResources/Dark.xaml|SystemControlTransientBorderBrush
ThemeResources/Dark.xaml|SystemControlTransparentBrush
ThemeResources/Dark.xaml|SystemControlTransparentColor
ThemeResources/Dark.xaml|SystemControlTransparentRevealBackgroundBrush
ThemeResources/Dark.xaml|SystemControlTransparentRevealBorderBrush
ThemeResources/Dark.xaml|SystemControlTransparentRevealListLowBorderBrush
ThemeResources/Dark.xaml|SystemErrorTextColor
ThemeResources/Dark.xaml|SystemFillColorAttentionBackground
ThemeResources/Dark.xaml|SystemFillColorAttentionBackgroundBrush
ThemeResources/Dark.xaml|SystemFillColorAttentionBrush
ThemeResources/Dark.xaml|SystemFillColorCaution
ThemeResources/Dark.xaml|SystemFillColorCautionBackground
ThemeResources/Dark.xaml|SystemFillColorCautionBackgroundBrush
ThemeResources/Dark.xaml|SystemFillColorCautionBrush
ThemeResources/Dark.xaml|SystemFillColorCritical
ThemeResources/Dark.xaml|SystemFillColorCriticalBackground
ThemeResources/Dark.xaml|SystemFillColorCriticalBackgroundBrush
ThemeResources/Dark.xaml|SystemFillColorCriticalBrush
ThemeResources/Dark.xaml|SystemFillColorNeutral
ThemeResources/Dark.xaml|SystemFillColorNeutralBackground
ThemeResources/Dark.xaml|SystemFillColorNeutralBackgroundBrush
ThemeResources/Dark.xaml|SystemFillColorNeutralBrush
ThemeResources/Dark.xaml|SystemFillColorSolidAttentionBackground
ThemeResources/Dark.xaml|SystemFillColorSolidAttentionBackgroundBrush
ThemeResources/Dark.xaml|SystemFillColorSolidNeutral
ThemeResources/Dark.xaml|SystemFillColorSolidNeutralBackground
ThemeResources/Dark.xaml|SystemFillColorSolidNeutralBackgroundBrush
ThemeResources/Dark.xaml|SystemFillColorSolidNeutralBrush
ThemeResources/Dark.xaml|SystemFillColorSuccess
ThemeResources/Dark.xaml|SystemFillColorSuccessBackground
ThemeResources/Dark.xaml|SystemFillColorSuccessBackgroundBrush
ThemeResources/Dark.xaml|SystemFillColorSuccessBrush
ThemeResources/Dark.xaml|SystemListLowColor
ThemeResources/Dark.xaml|SystemListMediumColor
ThemeResources/Dark.xaml|TabViewBackground
ThemeResources/Dark.xaml|TabViewBorderBrush
ThemeResources/Dark.xaml|TabViewButtonBackground
ThemeResources/Dark.xaml|TabViewButtonBackgroundDisabled
ThemeResources/Dark.xaml|TabViewButtonBackgroundPointerOver
ThemeResources/Dark.xaml|TabViewButtonBackgroundPressed
ThemeResources/Dark.xaml|TabViewButtonBorderBrush
ThemeResources/Dark.xaml|TabViewButtonBorderBrushDisabled
ThemeResources/Dark.xaml|TabViewButtonBorderBrushPointerOver
ThemeResources/Dark.xaml|TabViewButtonBorderBrushPressed
ThemeResources/Dark.xaml|TabViewButtonForeground
ThemeResources/Dark.xaml|TabViewButtonForegroundDisabled
ThemeResources/Dark.xaml|TabViewButtonForegroundPointerOver
ThemeResources/Dark.xaml|TabViewButtonForegroundPressed
ThemeResources/Dark.xaml|TabViewForeground
ThemeResources/Dark.xaml|TabViewItemForegroundSelected
ThemeResources/Dark.xaml|TabViewItemHeaderBackground
ThemeResources/Dark.xaml|TabViewItemHeaderBackgroundDisabled
ThemeResources/Dark.xaml|TabViewItemHeaderBackgroundPointerOver
ThemeResources/Dark.xaml|TabViewItemHeaderBackgroundPressed
ThemeResources/Dark.xaml|TabViewItemHeaderBackgroundSelected
ThemeResources/Dark.xaml|TabViewItemHeaderCloseButtonBackground
ThemeResources/Dark.xaml|TabViewItemHeaderCloseButtonBackgroundPointerOver
ThemeResources/Dark.xaml|TabViewItemHeaderCloseButtonBackgroundPressed
ThemeResources/Dark.xaml|TabViewItemHeaderCloseButtonBorderBrush
ThemeResources/Dark.xaml|TabViewItemHeaderCloseButtonBorderBrushDisabled
ThemeResources/Dark.xaml|TabViewItemHeaderCloseButtonBorderBrushPointerOver
ThemeResources/Dark.xaml|TabViewItemHeaderCloseButtonBorderBrushPressed
ThemeResources/Dark.xaml|TabViewItemHeaderCloseButtonBorderBrushSelected
ThemeResources/Dark.xaml|TabViewItemHeaderCloseButtonForeground
ThemeResources/Dark.xaml|TabViewItemHeaderCloseButtonForegroundPointerOver
ThemeResources/Dark.xaml|TabViewItemHeaderCloseButtonForegroundPressed
ThemeResources/Dark.xaml|TabViewItemHeaderDisabledCloseButtonBackground
ThemeResources/Dark.xaml|TabViewItemHeaderDisabledCloseButtonForeground
ThemeResources/Dark.xaml|TabViewItemHeaderForeground
ThemeResources/Dark.xaml|TabViewItemHeaderForegroundDisabled
ThemeResources/Dark.xaml|TabViewItemHeaderForegroundPointerOver
ThemeResources/Dark.xaml|TabViewItemHeaderForegroundPressed
ThemeResources/Dark.xaml|TabViewItemHeaderForegroundSelected
ThemeResources/Dark.xaml|TabViewItemHeaderPointerOverCloseButtonBackground
ThemeResources/Dark.xaml|TabViewItemHeaderPointerOverCloseButtonForeground
ThemeResources/Dark.xaml|TabViewItemHeaderPressedCloseButtonBackground
ThemeResources/Dark.xaml|TabViewItemHeaderPressedCloseButtonForeground
ThemeResources/Dark.xaml|TabViewItemHeaderSelectedCloseButtonBackground
ThemeResources/Dark.xaml|TabViewItemHeaderSelectedCloseButtonForeground
ThemeResources/Dark.xaml|TabViewItemIconForeground
ThemeResources/Dark.xaml|TabViewItemIconForegroundDisabled
ThemeResources/Dark.xaml|TabViewItemIconForegroundPointerOver
ThemeResources/Dark.xaml|TabViewItemIconForegroundPressed
ThemeResources/Dark.xaml|TabViewItemIconForegroundSelected
ThemeResources/Dark.xaml|TabViewItemSeparator
ThemeResources/Dark.xaml|TabViewScrollButtonBackground
ThemeResources/Dark.xaml|TabViewScrollButtonBackgroundDisabled
ThemeResources/Dark.xaml|TabViewScrollButtonBackgroundPointerOver
ThemeResources/Dark.xaml|TabViewScrollButtonBackgroundPressed
ThemeResources/Dark.xaml|TabViewScrollButtonBorderBrush
ThemeResources/Dark.xaml|TabViewScrollButtonBorderBrushDisabled
ThemeResources/Dark.xaml|TabViewScrollButtonBorderBrushPointerOver
ThemeResources/Dark.xaml|TabViewScrollButtonBorderBrushPressed
ThemeResources/Dark.xaml|TabViewScrollButtonForeground
ThemeResources/Dark.xaml|TabViewScrollButtonForegroundDisabled
ThemeResources/Dark.xaml|TabViewScrollButtonForegroundPointerOver
ThemeResources/Dark.xaml|TabViewScrollButtonForegroundPressed
ThemeResources/Dark.xaml|TabViewSelectedItemBorderBrush
ThemeResources/Dark.xaml|TeachingTipAlternateCloseButtonBackground
ThemeResources/Dark.xaml|TeachingTipAlternateCloseButtonBackgroundDisabled
ThemeResources/Dark.xaml|TeachingTipAlternateCloseButtonBackgroundPointerOver
ThemeResources/Dark.xaml|TeachingTipAlternateCloseButtonBackgroundPressed
ThemeResources/Dark.xaml|TeachingTipAlternateCloseButtonBorderBrush
ThemeResources/Dark.xaml|TeachingTipAlternateCloseButtonBorderBrushDisabled
ThemeResources/Dark.xaml|TeachingTipAlternateCloseButtonBorderBrushPointerOver
ThemeResources/Dark.xaml|TeachingTipAlternateCloseButtonBorderBrushPressed
ThemeResources/Dark.xaml|TeachingTipAlternateCloseButtonBorderThickness
ThemeResources/Dark.xaml|TeachingTipAlternateCloseButtonForeground
ThemeResources/Dark.xaml|TeachingTipAlternateCloseButtonForegroundDisabled
ThemeResources/Dark.xaml|TeachingTipAlternateCloseButtonForegroundPointerOver
ThemeResources/Dark.xaml|TeachingTipAlternateCloseButtonForegroundPressed
ThemeResources/Dark.xaml|TeachingTipBackgroundBrush
ThemeResources/Dark.xaml|TeachingTipBorderBrush
ThemeResources/Dark.xaml|TeachingTipForegroundBrush
ThemeResources/Dark.xaml|TeachingTipSubtitleForegroundBrush
ThemeResources/Dark.xaml|TeachingTipTitleForegroundBrush
ThemeResources/Dark.xaml|TeachingTipTopHighlightBrush
ThemeResources/Dark.xaml|TeachingTipTransientBackground
ThemeResources/Dark.xaml|TemporaryTextFillColorDisabled
ThemeResources/Dark.xaml|TextControlBackground
ThemeResources/Dark.xaml|TextControlBackgroundDisabled
ThemeResources/Dark.xaml|TextControlBackgroundFocused
ThemeResources/Dark.xaml|TextControlBackgroundPointerOver
ThemeResources/Dark.xaml|TextControlBorderBrush
ThemeResources/Dark.xaml|TextControlBorderBrushDisabled
ThemeResources/Dark.xaml|TextControlBorderBrushFocused
ThemeResources/Dark.xaml|TextControlBorderBrushPointerOver
ThemeResources/Dark.xaml|TextControlBorderThemeThickness
ThemeResources/Dark.xaml|TextControlBorderThemeThicknessFocused
ThemeResources/Dark.xaml|TextControlButtonBackground
ThemeResources/Dark.xaml|TextControlButtonBackgroundPointerOver
ThemeResources/Dark.xaml|TextControlButtonBackgroundPressed
ThemeResources/Dark.xaml|TextControlButtonBorderBrush
ThemeResources/Dark.xaml|TextControlButtonBorderBrushPointerOver
ThemeResources/Dark.xaml|TextControlButtonBorderBrushPressed
ThemeResources/Dark.xaml|TextControlButtonForeground
ThemeResources/Dark.xaml|TextControlButtonForegroundPointerOver
ThemeResources/Dark.xaml|TextControlButtonForegroundPressed
ThemeResources/Dark.xaml|TextControlElevationBorderBrush
ThemeResources/Dark.xaml|TextControlElevationBorderFocusedBrush
ThemeResources/Dark.xaml|TextControlForeground
ThemeResources/Dark.xaml|TextControlForegroundDisabled
ThemeResources/Dark.xaml|TextControlForegroundFocused
ThemeResources/Dark.xaml|TextControlForegroundPointerOver
ThemeResources/Dark.xaml|TextControlMarginThemeThickness
ThemeResources/Dark.xaml|TextControlPlaceholderForeground
ThemeResources/Dark.xaml|TextControlPlaceholderForegroundDisabled
ThemeResources/Dark.xaml|TextControlPlaceholderForegroundFocused
ThemeResources/Dark.xaml|TextControlPlaceholderForegroundPointerOver
ThemeResources/Dark.xaml|TextControlSelectionHighlightColor
ThemeResources/Dark.xaml|TextControlThemeMinWidth
